step,grad_norm,second_moment,thermostat_trigger,rayleigh_quotient,adaptive_threshold
1,14.322685241699219,2.1804775315104052e-05,0,-5.00924825668335,inf
2,12.574646949768066,3.859012576867826e-05,0,3.4045822620391846,inf
3,11.642304420471191,5.2958770538680255e-05,0,7.9970784187316895,inf
4,13.61543083190918,7.26103171473369e-05,0,-9.206912994384766,inf
5,10.058815002441406,8.329235424753278e-05,0,34.86534881591797,inf
6,9.094080924987793,9.19997037271969e-05,0,13.893352508544922,inf
7,8.653579711914062,9.986736404243857e-05,0,-14.82309341430664,inf
8,6.832052230834961,0.00010472890426171944,0,5.307231426239014,inf
9,6.516628742218018,0.00010913803998846561,0,-2.669626235961914,inf
10,6.52653694152832,0.00011355650349287316,0,1.774075984954834,inf
11,4.846129894256592,0.00011593922681640834,0,1.115336537361145,15.877318615504437
12,4.826223850250244,0.00011829909635707736,0,3.936452865600586,15.3947766310958
13,4.505143642425537,0.00012033815437462181,0,0.8547823429107666,14.74873002729769
14,4.264441967010498,0.0001221507991431281,0,3.2512428760528564,14.332740102369485
15,3.7675130367279053,0.00012353737838566303,0,2.1224615573883057,13.886976069332949
16,3.9074199199676514,0.00012503670586738735,0,11.943014144897461,14.312981829143594
17,3.161569833755493,0.00012597414024639875,0,0.9676495790481567,13.855778511640114
18,3.078911781311035,0.00012685576803050935,0,4.992532730102539,13.652276528118707
19,3.216862916946411,0.00012782885460183024,0,3.375669240951538,13.372604301295333
20,2.7142741680145264,0.00012848411279264838,0,2.6256041526794434,13.079121951215827
21,2.449037790298462,0.00012899315333925188,0,3.5685043334960938,12.850686724995185
22,2.4001810550689697,0.0001294765097554773,0,0.8329998254776001,12.53105287842937
23,2.3043837547302246,0.0001299114665016532,0,3.7291433811187744,12.344575597333133
24,1.870266079902649,0.0001301533484365791,0,2.1479294300079346,12.107245395157241
25,1.8788158893585205,0.0001303984026890248,0,1.6748969554901123,11.869299681643007
26,1.7810637950897217,0.00013060517085250467,0,1.5906087160110474,11.64349793546633
27,1.9352025985717773,0.00013087263505440205,0,1.8523192405700684,11.439167056816814
28,2.2543909549713135,0.00013128199498169124,0,9.352476119995117,11.590957951925057
29,1.7893502712249756,0.00013149103324394673,0,3.759669065475464,11.460989298680294
30,1.8686237335205078,0.0001317306887358427,0,3.885352849960327,11.341760872661803
31,1.9630337953567505,0.00013200854300521314,0,5.385491847991943,11.283690091083532
32,1.7151124477386475,0.00013218921958468854,0,2.2440378665924072,11.124972877075617
33,1.9746949672698975,0.00013247152674011886,0,3.7926113605499268,11.018227314528058
34,2.0726358890533447,0.0001327956560999155,0,9.767062187194824,11.16730690694434
35,1.7127352952957153,0.00013297465920913965,0,5.643364429473877,11.123408765073835
36,1.8964885473251343,0.00013322399172466248,0,7.2139739990234375,11.139634210021256
37,1.8357532024383545,0.00013344896433409303,0,7.289363384246826,11.155927248576486
38,2.8378822803497314,0.00013417156878858805,1,25.11611557006836,12.382805346164298
39,1.619948148727417,0.00013431633124127984,0,6.123411655426025,12.327602865746465
40,1.5364638566970825,0.00013443295028991997,0,5.756581783294678,12.262965532995175
41,2.0007193088531494,0.0001347239885944873,0,8.927046775817871,12.305247805902713
42,1.4565290212631226,0.00013481476344168186,0,6.507716178894043,12.263211829099301
43,1.8751003742218018,0.0001350536767859012,0,9.164412498474121,12.309058763447872
44,1.748358964920044,0.00013524355017580092,0,4.362762928009033,12.213669751626863
45,2.3375487327575684,0.00013568908616434783,0,11.096931457519531,12.329686274341917
46,2.3946313858032227,0.00013616291107609868,0,9.143522262573242,12.366310870020694
47,2.3483104705810547,0.00013661289995070547,1,14.58911418914795,12.621476190189703
48,1.6880993843078613,0.00013677918468602002,0,3.1709682941436768,12.507136894893858
